project,issuekey,issuetype,from_flow_id,to_flow_id,cycle,rolling_cycle
BBSDEV,BBSDEV-19326,Legend,1000001,2019601,0.0,30.0
BBSDEV,BBSDEV-19326,Legend,2019601,3019600,0.0,30.0
BBSDEV,BBSDEV-19326,Legend,3019600,4010014,55.0,85.0
BBSDEV,BBSDEV-19326,Legend,4010014,5010001,,85.0
BBSDEV,BBSDEV-19327,Legend,,1000001,30.0,30.0
BBSDEV,BBSDEV-19327,Legend,1000001,2019601,0.0,30.0
BBSDEV,BBSDEV-19327,Legend,2019601,3019600,0.0,30.0
BBSDEV,BBSDEV-19327,Legend,3019600,4010014,,30.0
BBSDEV,BBSDEV-19329,Task,,1000001,51.0,51.0
BBSDEV,BBSDEV-19329,Task,1000001,2000006,,51.0
BBSDEV,BBSDEV-19330,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19330,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19330,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-19330,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-19331,Task,,1000001,34.0,34.0
BBSDEV,BBSDEV-19331,Task,1000001,2010014,10.0,44.0
BBSDEV,BBSDEV-19331,Task,2010014,3000006,,44.0
BBSDEV,BBSDEV-19332,Task,,1000001,23.0,23.0
BBSDEV,BBSDEV-19332,Task,1000001,2010014,3.0,26.0
BBSDEV,BBSDEV-19332,Task,2010014,3010003,1.0,27.0
BBSDEV,BBSDEV-19332,Task,3010003,4000006,,27.0
BBSDEV,BBSDEV-19333,Legend,,1000001,29.0,29.0
BBSDEV,BBSDEV-19333,Legend,1000001,2019601,0.0,29.0
BBSDEV,BBSDEV-19333,Legend,2019601,3019600,0.0,29.0
BBSDEV,BBSDEV-19333,Legend,3019600,4010014,,29.0
BBSDEV,BBSDEV-19335,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19335,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-19335,Bug,2000001,3015900,4.0,4.0
BBSDEV,BBSDEV-19335,Bug,3015900,4000001,4.0,8.0
BBSDEV,BBSDEV-19335,Bug,4000001,5010014,2.0,10.0
BBSDEV,BBSDEV-19335,Bug,5010014,6000001,0.0,10.0
BBSDEV,BBSDEV-19335,Bug,6000001,7010014,2.0,12.0
BBSDEV,BBSDEV-19335,Bug,7010014,8010003,1.0,13.0
BBSDEV,BBSDEV-19335,Bug,8010003,9000006,,13.0
BBSDEV,BBSDEV-19337,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-19337,Bug,1015900,2000006,,1.0
BBSDEV,BBSDEV-19340,Legend,,1000001,28.0,28.0
BBSDEV,BBSDEV-19340,Legend,1000001,2019601,0.0,28.0
BBSDEV,BBSDEV-19340,Legend,2019601,3019600,0.0,28.0
BBSDEV,BBSDEV-19340,Legend,3019600,4010014,0.0,28.0
BBSDEV,BBSDEV-19340,Legend,4010014,5010001,,28.0
BBSDEV,BBSDEV-19347,Task,,1000001,70.0,70.0
BBSDEV,BBSDEV-19347,Task,1000001,2010014,5.0,75.0
BBSDEV,BBSDEV-19347,Task,2010014,3000001,9.0,84.0
BBSDEV,BBSDEV-19347,Task,3000001,4010014,14.0,98.0
BBSDEV,BBSDEV-19347,Task,4010014,5010003,6.0,104.0
BBSDEV,BBSDEV-19347,Task,5010003,6012101,14.0,118.0
BBSDEV,BBSDEV-19347,Task,6012101,7000006,,118.0
BBSDEV,BBSDEV-19348,Task,,1000001,104.0,104.0
BBSDEV,BBSDEV-19348,Task,1000001,2010014,15.0,119.0
BBSDEV,BBSDEV-19348,Task,2010014,3010003,4.0,123.0
BBSDEV,BBSDEV-19348,Task,3010003,4012101,0.0,123.0
BBSDEV,BBSDEV-19348,Task,4012101,5000006,,123.0
BBSDEV,BBSDEV-19350,Task,,1000001,124.0,124.0
BBSDEV,BBSDEV-19350,Task,1000001,2000006,,124.0
BBSDEV,BBSDEV-19351,Task,,1000001,33.0,33.0
BBSDEV,BBSDEV-19351,Task,1000001,2000006,,33.0
BBSDEV,BBSDEV-19352,Legend,,1000001,28.0,28.0
BBSDEV,BBSDEV-19352,Legend,1000001,2019601,0.0,28.0
BBSDEV,BBSDEV-19352,Legend,2019601,3019600,0.0,28.0
BBSDEV,BBSDEV-19352,Legend,3019600,4019601,0.0,28.0
BBSDEV,BBSDEV-19352,Legend,4019601,5011001,,28.0
BBSDEV,BBSDEV-19355,Task,,1000001,26.0,26.0
BBSDEV,BBSDEV-19355,Task,1000001,2000006,,26.0
BBSDEV,BBSDEV-19358,Task,,1000001,124.0,124.0
BBSDEV,BBSDEV-19358,Task,1000001,2000006,,124.0
BBSDEV,BBSDEV-19359,Task,,1000001,124.0,124.0
BBSDEV,BBSDEV-19359,Task,1000001,2000006,,124.0
BBSDEV,BBSDEV-19361,Task,,1000001,25.0,25.0
BBSDEV,BBSDEV-19361,Task,1000001,2000006,,25.0
BBSDEV,BBSDEV-19364,Task,,1000001,25.0,25.0
BBSDEV,BBSDEV-19364,Task,1000001,2000006,,25.0
BBSDEV,BBSDEV-19367,Task,,1000001,60.0,60.0
BBSDEV,BBSDEV-19367,Task,1000001,2010014,0.0,60.0
BBSDEV,BBSDEV-19367,Task,2010014,3000006,,60.0
BBSDEV,BBSDEV-19371,Task,,1000001,79.0,79.0
BBSDEV,BBSDEV-19371,Task,1000001,2010014,4.0,83.0
BBSDEV,BBSDEV-19371,Task,2010014,3010003,1.0,84.0
BBSDEV,BBSDEV-19371,Task,3010003,4012101,6.0,90.0
BBSDEV,BBSDEV-19371,Task,4012101,5010003,0.0,90.0
BBSDEV,BBSDEV-19371,Task,5010003,6010014,1.0,91.0
BBSDEV,BBSDEV-19371,Task,6010014,7010003,4.0,95.0
BBSDEV,BBSDEV-19371,Task,7010003,8010014,0.0,95.0
BBSDEV,BBSDEV-19371,Task,8010014,9010003,2.0,97.0
BBSDEV,BBSDEV-19371,Task,9010003,10012101,1.0,98.0
BBSDEV,BBSDEV-19371,Task,10012101,11000006,,98.0
BBSDEV,BBSDEV-19374,Task,,1000001,83.0,83.0
BBSDEV,BBSDEV-19374,Task,1000001,2000006,,83.0
BBSDEV,BBSDEV-19375,Task,,1000001,39.0,39.0
BBSDEV,BBSDEV-19375,Task,1000001,2000006,,39.0
BBSDEV,BBSDEV-19378,Epic,,1010006,29.0,29.0
BBSDEV,BBSDEV-19378,Epic,1010006,2014002,76.0,105.0
BBSDEV,BBSDEV-19378,Epic,2014002,3010001,,105.0
BBSDEV,BBSDEV-19379,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19379,Task,1000001,2010014,1.0,1.0
BBSDEV,BBSDEV-19379,Task,2010014,3010003,4.0,5.0
BBSDEV,BBSDEV-19379,Task,3010003,4000006,,5.0
BBSDEV,BBSDEV-19382,Task,,1000001,28.0,28.0
BBSDEV,BBSDEV-19382,Task,1000001,2010014,0.0,28.0
BBSDEV,BBSDEV-19382,Task,2010014,3000001,3.0,31.0
BBSDEV,BBSDEV-19382,Task,3000001,4010014,1.0,32.0
BBSDEV,BBSDEV-19382,Task,4010014,5010003,1.0,33.0
BBSDEV,BBSDEV-19382,Task,5010003,6000006,,33.0
BBSDEV,BBSDEV-19384,Task,,1000001,39.0,39.0
BBSDEV,BBSDEV-19384,Task,1000001,2010014,0.0,39.0
BBSDEV,BBSDEV-19384,Task,2010014,3000001,2.0,41.0
BBSDEV,BBSDEV-19384,Task,3000001,4010014,0.0,41.0
BBSDEV,BBSDEV-19384,Task,4010014,5000006,5.0,46.0
BBSDEV,BBSDEV-19384,Task,5000006,6000001,1.0,47.0
BBSDEV,BBSDEV-19384,Task,6000001,7000006,,47.0
BBSDEV,BBSDEV-19387,Task,,1000001,33.0,33.0
BBSDEV,BBSDEV-19387,Task,1000001,2010014,1.0,34.0
BBSDEV,BBSDEV-19387,Task,2010014,3010003,7.0,41.0
BBSDEV,BBSDEV-19387,Task,3010003,4000006,,41.0
BBSDEV,BBSDEV-19392,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-19392,Bug,1015900,2000001,1.0,5.0
BBSDEV,BBSDEV-19392,Bug,2000001,3000006,,5.0
BBSDEV,BBSDEV-19393,Bug,,1000001,0.0,0.0
BBSDEV,BBSDEV-19393,Bug,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19393,Bug,2010014,3010003,4.0,4.0
BBSDEV,BBSDEV-19393,Bug,3010003,4000006,,4.0
BBSDEV,BBSDEV-19395,Task,,1000001,5.0,5.0
BBSDEV,BBSDEV-19395,Task,1000001,2010014,0.0,5.0
BBSDEV,BBSDEV-19395,Task,2010014,3000006,,5.0
BBSDEV,BBSDEV-19399,Task,,1000001,47.0,47.0
BBSDEV,BBSDEV-19399,Task,1000001,2000006,,47.0
BBSDEV,BBSDEV-19400,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19400,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19400,Task,2010014,3010003,2.0,2.0
BBSDEV,BBSDEV-19400,Task,3010003,4000006,,2.0
BBSDEV,BBSDEV-19402,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19402,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19402,Task,2010014,3010003,3.0,3.0
BBSDEV,BBSDEV-19402,Task,3010003,4000006,,3.0
BBSDEV,BBSDEV-19403,Improvement,,1000001,3.0,3.0
BBSDEV,BBSDEV-19403,Improvement,1000001,2010014,0.0,3.0
BBSDEV,BBSDEV-19403,Improvement,2010014,3010003,3.0,6.0
BBSDEV,BBSDEV-19403,Improvement,3010003,4000006,,6.0
BBSDEV,BBSDEV-19404,Task,,1000001,127.0,127.0
BBSDEV,BBSDEV-19404,Task,1000001,2000006,,127.0
BBSDEV,BBSDEV-19408,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19408,Task,1000001,2010014,2.0,2.0
BBSDEV,BBSDEV-19408,Task,2010014,3000006,,2.0
BBSDEV,BBSDEV-19411,Task,,1000001,112.0,112.0
BBSDEV,BBSDEV-19411,Task,1000001,2010014,0.0,112.0
BBSDEV,BBSDEV-19411,Task,2010014,3010003,0.0,112.0
BBSDEV,BBSDEV-19411,Task,3010003,4012101,0.0,112.0
BBSDEV,BBSDEV-19411,Task,4012101,5000006,,112.0
BBSDEV,BBSDEV-19412,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-19412,Task,1000001,2000006,,14.0
BBSDEV,BBSDEV-19414,Task,,1000001,1.0,1.0
BBSDEV,BBSDEV-19414,Task,1000001,2010014,1.0,2.0
BBSDEV,BBSDEV-19414,Task,2010014,3000006,,2.0
BBSDEV,BBSDEV-19417,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19417,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-19417,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-19417,Bug,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-19417,Bug,4010003,5000006,,1.0
BBSDEV,BBSDEV-19419,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19419,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-19419,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-19419,Bug,3010014,4010003,4.0,4.0
BBSDEV,BBSDEV-19419,Bug,4010003,5000006,,4.0
BBSDEV,BBSDEV-19423,Legend,,1010006,20.0,20.0
BBSDEV,BBSDEV-19423,Legend,1010006,2010014,0.0,20.0
BBSDEV,BBSDEV-19423,Legend,2010014,3019700,0.0,20.0
BBSDEV,BBSDEV-19423,Legend,3019700,4010014,0.0,20.0
BBSDEV,BBSDEV-19423,Legend,4010014,5019600,,20.0
BBSDEV,BBSDEV-19424,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19424,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-19424,Bug,2000001,3010014,0.0,0.0
BBSDEV,BBSDEV-19424,Bug,3010014,4010003,1.0,1.0
BBSDEV,BBSDEV-19424,Bug,4010003,5000006,3.0,4.0
BBSDEV,BBSDEV-19424,Bug,5000006,6000001,0.0,4.0
BBSDEV,BBSDEV-19424,Bug,6000001,7010014,42.0,46.0
BBSDEV,BBSDEV-19424,Bug,7010014,8000006,,46.0
BBSDEV,BBSDEV-19426,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19426,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19426,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-19426,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-19428,Task,,1000001,60.0,60.0
BBSDEV,BBSDEV-19428,Task,1000001,2010014,0.0,60.0
BBSDEV,BBSDEV-19428,Task,2010014,3000006,,60.0
BBSDEV,BBSDEV-19429,Task,,1000001,75.0,75.0
BBSDEV,BBSDEV-19429,Task,1000001,2010014,0.0,75.0
BBSDEV,BBSDEV-19429,Task,2010014,3010003,5.0,80.0
BBSDEV,BBSDEV-19429,Task,3010003,4000006,,80.0
BBSDEV,BBSDEV-19432,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-19432,Task,1015900,2010006,,0.0
BBSDEV,BBSDEV-19433,Bug,,1015900,4.0,4.0
BBSDEV,BBSDEV-19433,Bug,1015900,2000006,,4.0
BBSDEV,BBSDEV-19439,Task,,1000001,85.0,85.0
BBSDEV,BBSDEV-19439,Task,1000001,2010014,14.0,99.0
BBSDEV,BBSDEV-19439,Task,2010014,3010003,,99.0
BBSDEV,BBSDEV-19440,Task,,1000001,107.0,107.0
BBSDEV,BBSDEV-19440,Task,1000001,2010014,,107.0
BBSDEV,BBSDEV-19443,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-19443,Task,1000001,2000006,,14.0
BBSDEV,BBSDEV-19444,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-19444,Task,1000001,2000006,,14.0
BBSDEV,BBSDEV-19451,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-19451,Bug,1015900,2000001,,1.0
BBSDEV,BBSDEV-19454,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-19454,Bug,1015900,2000001,,1.0
BBSDEV,BBSDEV-19455,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-19455,Bug,1015900,2000001,,1.0
BBSDEV,BBSDEV-19456,Bug,,1015900,1.0,1.0
BBSDEV,BBSDEV-19456,Bug,1015900,2000001,,1.0
BBSDEV,BBSDEV-19460,Task,,1000001,13.0,13.0
BBSDEV,BBSDEV-19460,Task,1000001,2010006,85.0,98.0
BBSDEV,BBSDEV-19460,Task,2010006,3000001,,98.0
BBSDEV,BBSDEV-19464,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19464,Bug,1015900,2000001,92.0,92.0
BBSDEV,BBSDEV-19464,Bug,2000001,3000006,,92.0
BBSDEV,BBSDEV-19467,Legend,,1000001,14.0,14.0
BBSDEV,BBSDEV-19467,Legend,1000001,2019601,,14.0
BBSDEV,BBSDEV-19468,Legend,,1000001,14.0,14.0
BBSDEV,BBSDEV-19468,Legend,1000001,2019601,0.0,14.0
BBSDEV,BBSDEV-19468,Legend,2019601,3011001,,14.0
BBSDEV,BBSDEV-19471,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19471,Bug,1015900,2000001,5.0,5.0
BBSDEV,BBSDEV-19471,Bug,2000001,3010014,0.0,5.0
BBSDEV,BBSDEV-19471,Bug,3010014,4010003,0.0,5.0
BBSDEV,BBSDEV-19471,Bug,4010003,5000006,,5.0
BBSDEV,BBSDEV-19473,Bug,,1015900,12.0,12.0
BBSDEV,BBSDEV-19473,Bug,1015900,2000001,0.0,12.0
BBSDEV,BBSDEV-19473,Bug,2000001,3000006,,12.0
BBSDEV,BBSDEV-19475,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19475,Task,1000001,2010014,19.0,19.0
BBSDEV,BBSDEV-19475,Task,2010014,3010003,0.0,19.0
BBSDEV,BBSDEV-19475,Task,3010003,4000006,,19.0
BBSDEV,BBSDEV-19476,Bug,,1015900,2.0,2.0
BBSDEV,BBSDEV-19476,Bug,1015900,2000001,13.0,15.0
BBSDEV,BBSDEV-19476,Bug,2000001,3000006,,15.0
BBSDEV,BBSDEV-19478,Task,,1000001,87.0,87.0
BBSDEV,BBSDEV-19478,Task,1000001,2010006,,87.0
BBSDEV,BBSDEV-19485,Task,,1000001,6.0,6.0
BBSDEV,BBSDEV-19485,Task,1000001,2010014,1.0,7.0
BBSDEV,BBSDEV-19485,Task,2010014,3010003,5.0,12.0
BBSDEV,BBSDEV-19485,Task,3010003,4000006,,12.0
BBSDEV,BBSDEV-19486,Task,,1000001,14.0,14.0
BBSDEV,BBSDEV-19486,Task,1000001,2010014,0.0,14.0
BBSDEV,BBSDEV-19486,Task,2010014,3010003,1.0,15.0
BBSDEV,BBSDEV-19486,Task,3010003,4000006,,15.0
BBSDEV,BBSDEV-19490,Task,,1000001,40.0,40.0
BBSDEV,BBSDEV-19490,Task,1000001,2010014,2.0,42.0
BBSDEV,BBSDEV-19490,Task,2010014,3010003,16.0,58.0
BBSDEV,BBSDEV-19490,Task,3010003,4000006,,58.0
BBSDEV,BBSDEV-19491,Task,,1000001,40.0,40.0
BBSDEV,BBSDEV-19491,Task,1000001,2010014,0.0,40.0
BBSDEV,BBSDEV-19491,Task,2010014,3000001,9.0,49.0
BBSDEV,BBSDEV-19491,Task,3000001,4010014,0.0,49.0
BBSDEV,BBSDEV-19491,Task,4010014,5010003,12.0,61.0
BBSDEV,BBSDEV-19491,Task,5010003,6000006,,61.0
BBSDEV,BBSDEV-19492,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19492,Bug,1015900,2000001,0.0,0.0
BBSDEV,BBSDEV-19492,Bug,2000001,3010014,1.0,1.0
BBSDEV,BBSDEV-19492,Bug,3010014,4010003,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,4010003,5010014,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,5010014,6015900,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,6015900,7000001,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,7000001,8010014,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,8010014,9010003,0.0,1.0
BBSDEV,BBSDEV-19492,Bug,9010003,10000006,,1.0
BBSDEV,BBSDEV-19493,Task,,1000001,8.0,8.0
BBSDEV,BBSDEV-19493,Task,1000001,2010014,5.0,13.0
BBSDEV,BBSDEV-19493,Task,2010014,3010003,4.0,17.0
BBSDEV,BBSDEV-19493,Task,3010003,4000006,,17.0
BBSDEV,BBSDEV-19497,Improvement,,1000001,0.0,0.0
BBSDEV,BBSDEV-19497,Improvement,1000001,2010014,62.0,62.0
BBSDEV,BBSDEV-19497,Improvement,2010014,3000006,,62.0
BBSDEV,BBSDEV-19501,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19501,Task,1000001,2000006,,0.0
BBSDEV,BBSDEV-19504,Task,,1000001,19.0,19.0
BBSDEV,BBSDEV-19504,Task,1000001,2010014,3.0,22.0
BBSDEV,BBSDEV-19504,Task,2010014,3010003,25.0,47.0
BBSDEV,BBSDEV-19504,Task,3010003,4000006,,47.0
BBSDEV,BBSDEV-19508,Legend,,1000001,7.0,7.0
BBSDEV,BBSDEV-19508,Legend,1000001,2019601,0.0,7.0
BBSDEV,BBSDEV-19508,Legend,2019601,3019600,0.0,7.0
BBSDEV,BBSDEV-19508,Legend,3019600,4010014,77.0,84.0
BBSDEV,BBSDEV-19508,Legend,4010014,5010001,,84.0
BBSDEV,BBSDEV-19509,Legend,,1000001,7.0,7.0
BBSDEV,BBSDEV-19509,Legend,1000001,2019601,0.0,7.0
BBSDEV,BBSDEV-19509,Legend,2019601,3011001,,7.0
BBSDEV,BBSDEV-19510,Improvement,,1000001,85.0,85.0
BBSDEV,BBSDEV-19510,Improvement,1000001,2010006,,85.0
BBSDEV,BBSDEV-19515,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19515,Task,1000001,2010014,6.0,6.0
BBSDEV,BBSDEV-19515,Task,2010014,3010003,5.0,11.0
BBSDEV,BBSDEV-19515,Task,3010003,4000006,,11.0
BBSDEV,BBSDEV-19517,Task,,1000001,24.0,24.0
BBSDEV,BBSDEV-19517,Task,1000001,2010014,0.0,24.0
BBSDEV,BBSDEV-19517,Task,2010014,3000001,0.0,24.0
BBSDEV,BBSDEV-19517,Task,3000001,4010014,2.0,26.0
BBSDEV,BBSDEV-19517,Task,4010014,5010003,4.0,30.0
BBSDEV,BBSDEV-19517,Task,5010003,6000006,,30.0
BBSDEV,BBSDEV-19521,Task,,1000001,12.0,12.0
BBSDEV,BBSDEV-19521,Task,1000001,2010014,1.0,13.0
BBSDEV,BBSDEV-19521,Task,2010014,3000006,,13.0
BBSDEV,BBSDEV-19522,Task,,1015900,0.0,0.0
BBSDEV,BBSDEV-19522,Task,1015900,2000001,79.0,79.0
BBSDEV,BBSDEV-19522,Task,2000001,3000006,,79.0
BBSDEV,BBSDEV-19525,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19525,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19525,Task,2010014,3010003,4.0,4.0
BBSDEV,BBSDEV-19525,Task,3010003,4000006,,4.0
BBSDEV,BBSDEV-19527,Task,,1000001,57.0,57.0
BBSDEV,BBSDEV-19527,Task,1000001,2010014,0.0,57.0
BBSDEV,BBSDEV-19527,Task,2010014,3010003,5.0,62.0
BBSDEV,BBSDEV-19527,Task,3010003,4000006,,62.0
BBSDEV,BBSDEV-19528,Task,,1000001,98.0,98.0
BBSDEV,BBSDEV-19528,Task,1000001,2000006,,98.0
BBSDEV,BBSDEV-19530,Task,,1000001,70.0,70.0
BBSDEV,BBSDEV-19530,Task,1000001,2000006,,70.0
BBSDEV,BBSDEV-19533,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19533,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19533,Task,2010014,3010003,0.0,0.0
BBSDEV,BBSDEV-19533,Task,3010003,4000006,,0.0
BBSDEV,BBSDEV-19541,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19541,Task,1000001,2010014,12.0,12.0
BBSDEV,BBSDEV-19541,Task,2010014,3000006,,12.0
BBSDEV,BBSDEV-19542,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19542,Task,1000001,2010014,1.0,1.0
BBSDEV,BBSDEV-19542,Task,2010014,3010003,7.0,8.0
BBSDEV,BBSDEV-19542,Task,3010003,4000006,,8.0
BBSDEV,BBSDEV-19543,Task,,1000001,13.0,13.0
BBSDEV,BBSDEV-19543,Task,1000001,2010014,21.0,34.0
BBSDEV,BBSDEV-19543,Task,2010014,3010003,0.0,34.0
BBSDEV,BBSDEV-19543,Task,3010003,4000006,,34.0
BBSDEV,BBSDEV-19544,Task,,1000001,41.0,41.0
BBSDEV,BBSDEV-19544,Task,1000001,2010014,2.0,43.0
BBSDEV,BBSDEV-19544,Task,2010014,3010003,4.0,47.0
BBSDEV,BBSDEV-19544,Task,3010003,4000006,,47.0
BBSDEV,BBSDEV-19545,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19545,Task,1000001,2010014,0.0,0.0
BBSDEV,BBSDEV-19545,Task,2010014,3010006,11.0,11.0
BBSDEV,BBSDEV-19545,Task,3010006,4000001,0.0,11.0
BBSDEV,BBSDEV-19545,Task,4000001,5010014,0.0,11.0
BBSDEV,BBSDEV-19545,Task,5010014,6010003,7.0,18.0
BBSDEV,BBSDEV-19545,Task,6010003,7012101,3.0,21.0
BBSDEV,BBSDEV-19545,Task,7012101,8000006,,21.0
BBSDEV,BBSDEV-19546,Task,,1000001,22.0,22.0
BBSDEV,BBSDEV-19546,Task,1000001,2010014,0.0,22.0
BBSDEV,BBSDEV-19546,Task,2010014,3010003,12.0,34.0
BBSDEV,BBSDEV-19546,Task,3010003,4000006,,34.0
BBSDEV,BBSDEV-19552,Task,,1000001,48.0,48.0
BBSDEV,BBSDEV-19552,Task,1000001,2010014,6.0,54.0
BBSDEV,BBSDEV-19552,Task,2010014,3010003,0.0,54.0
BBSDEV,BBSDEV-19552,Task,3010003,4012101,6.0,60.0
BBSDEV,BBSDEV-19552,Task,4012101,5000006,,60.0
BBSDEV,BBSDEV-19565,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19565,Bug,1015900,2000001,3.0,3.0
BBSDEV,BBSDEV-19565,Bug,2000001,3010014,0.0,3.0
BBSDEV,BBSDEV-19565,Bug,3010014,4010003,3.0,6.0
BBSDEV,BBSDEV-19565,Bug,4010003,5000006,,6.0
BBSDEV,BBSDEV-19566,Task,,1000001,0.0,0.0
BBSDEV,BBSDEV-19566,Task,1000001,2000006,,0.0
BBSDEV,BBSDEV-19568,Bug,,1015900,0.0,0.0
BBSDEV,BBSDEV-19568,Bug,1015900,2000001,5.0,5.0
BBSDEV,BBSDEV-19568,Bug,2000001,3010014,10.0,15.0
BBSDEV,BBSDEV-19568,Bug,3010014,4010003,0.0,15.0
BBSDEV,BBSDEV-19568,Bug,4010003,5000006,,15.0
BBSDEV,BBSDEV-19574,Bug,,1015900,5.0,5.0
BBSDEV,BBSDEV-19574,Bug,1015900,2000001,3.0,8.0
BBSDEV,BBSDEV-19574,Bug,2000001,3010014,0.0,8.0
BBSDEV,BBSDEV-19574,Bug,3010014,4010003,5.0,13.0
BBSDEV,BBSDEV-19574,Bug,4010003,5000006,,13.0
BBSDEV,BBSDEV-19575,Task,,1000001,7.0,7.0
BBSDEV,BBSDEV-19575,Task,1000001,2010014,25.0,32.0
BBSDEV,BBSDEV-19575,Task,2010014,3000006,,32.0
BBSDEV,BBSDEV-19576,Task,,1000001,47.0,47.0
BBSDEV,BBSDEV-19576,Task,1000001,2010014,0.0,47.0
BBSDEV,BBSDEV-19576,Task,2010014,3010003,0.0,47.0
BBSDEV,BBSDEV-19576,Task,3010003,4000006,,47.0
BBSDEV,BBSDEV-19583,Task,,1000001,43.0,43.0
BBSDEV,BBSDEV-19583,Task,1000001,2010014,51.0,94.0
BBSDEV,BBSDEV-19583,Task,2010014,3000006,,94.0
BBSDEV,BBSDEV-19584,Task,,1000001,39.0,39.0
BBSDEV,BBSDEV-19584,Task,1000001,2010014,0.0,39.0
BBSDEV,BBSDEV-19584,Task,2010014,3010003,0.0,39.0
BBSDEV,BBSDEV-19584,Task,3010003,4000006,,39.0
BBSDEV,BBSDEV-19585,Task,,1000001,39.0,39.0
BBSDEV,BBSDEV-19585,Task,1000001,2010014,0.0,39.0
BBSDEV,BBSDEV-19585,Task,2010014,3010003,0.0,39.0
BBSDEV,BBSDEV-19585,Task,3010003,4000006,,39.0
BBSDEV,BBSDEV-19587,Task,,1000001,40.0,40.0
BBSDEV,BBSDEV-19587,Task,1000001,2010014,0.0,40.0
BBSDEV,BBSDEV-19587,Task,2010014,3010003,0.0,40.0
BBSDEV,BBSDEV-19587,Task,3010003,4000006,,40.0
BBSDEV,BBSDEV-19588,Task,,1000001,40.0,40.0
BBSDEV,BBSDEV-19588,Task,1000001,2010014,0.0,40.0
BBSDEV,BBSDEV-19588,Task,2010014,3010003,43.0,83.0
BBSDEV,BBSDEV-19588,Task,3010003,4000006,,83.0
BBSDEV,BBSDEV-19589,Task,,1000001,43.0,43.0
BBSDEV,BBSDEV-19589,Task,1000001,2010014,2.0,45.0
BBSDEV,BBSDEV-19589,Task,2010014,3010003,48.0,93.0
BBSDEV,BBSDEV-19589,Task,3010003,4000006,,93.0
BBSDEV,BBSDEV-19592,Sub-task,,1000001,10.0,10.0
BBSDEV,BBSDEV-19592,Sub-task,1000001,2010014,0.0,10.0
BBSDEV,BBSDEV-19592,Sub-task,2010014,3000006,,10.0
