project,issuekey,issuetype,rnk,status,leading_status,lagging_status,category,leading_category,lagging_category,created,started,finished,cycle,rolling_cycle
BBSDEV,BBSDEV-19354,Legend,1,Open,,Considering,ToDo,,ToDo,2019-02-13 02:52:52.840,2019-02-13 02:52:52.840,2019-03-13 07:17:24.048,28.0,28.0
BBSDEV,BBSDEV-19354,Legend,2,Considering,Open,Planned,ToDo,ToDo,ToDo,2019-02-13 02:52:52.840,2019-03-13 07:17:24.048,2019-03-14 04:18:56.471,0.0,28.0
BBSDEV,BBSDEV-19354,Legend,3,Planned,Considering,Considering,ToDo,ToDo,ToDo,2019-02-13 02:52:52.840,2019-03-14 04:18:56.471,2019-03-14 04:20:08.013,0.0,28.0
BBSDEV,BBSDEV-19354,Legend,4,Considering,Planned,Planned,ToDo,ToDo,ToDo,2019-02-13 02:52:52.840,2019-03-14 04:20:08.013,2019-03-14 05:32:51.384,0.0,28.0
BBSDEV,BBSDEV-19354,Legend,5,Planned,Considering,In progress,ToDo,ToDo,Doing,2019-02-13 02:52:52.840,2019-03-14 05:32:51.384,2019-05-09 08:53:25.019,56.0,84.0
BBSDEV,BBSDEV-19354,Legend,6,In progress,Planned,Done,Doing,ToDo,Done,2019-02-13 02:52:52.840,2019-05-09 08:53:25.019,2019-05-09 08:53:37.548,0.0,84.0
BBSDEV,BBSDEV-19354,Legend,7,Done,In progress,,Done,Doing,,2019-02-13 02:52:52.840,2019-05-09 08:53:37.548,,,84.0
BBSDEV,BBSDEV-19362,Task,1,Open,,Closed,ToDo,,Done,2019-02-13 04:03:32.075,2019-02-13 04:03:32.075,2019-03-11 03:49:31.995,25.0,25.0
BBSDEV,BBSDEV-19362,Task,2,Closed,Open,,Done,ToDo,,2019-02-13 04:03:32.075,2019-03-11 03:49:31.995,,,25.0
BBSDEV,BBSDEV-19368,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 04:40:59.858,2019-02-13 04:40:59.858,2019-04-15 05:50:32.144,61.0,61.0
BBSDEV,BBSDEV-19368,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 04:40:59.858,2019-04-15 05:50:32.144,2019-04-24 06:23:39.428,9.0,70.0
BBSDEV,BBSDEV-19368,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-13 04:40:59.858,2019-04-24 06:23:39.428,2019-04-24 06:23:42.179,0.0,70.0
BBSDEV,BBSDEV-19368,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-13 04:40:59.858,2019-04-24 06:23:42.179,2019-05-03 05:35:29.531,8.0,78.0
BBSDEV,BBSDEV-19368,Task,5,Closed,Quality Review,,Done,Doing,,2019-02-13 04:40:59.858,2019-05-03 05:35:29.531,,,78.0
BBSDEV,BBSDEV-19369,Task,1,Open,,Closed,ToDo,,Done,2019-02-13 04:41:12.552,2019-02-13 04:41:12.552,2019-04-15 04:08:43.258,60.0,60.0
BBSDEV,BBSDEV-19369,Task,2,Closed,Open,,Done,ToDo,,2019-02-13 04:41:12.552,2019-04-15 04:08:43.258,,,60.0
BBSDEV,BBSDEV-19370,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 04:41:34.886,2019-02-13 04:41:34.886,2019-04-18 00:02:57.479,63.0,63.0
BBSDEV,BBSDEV-19370,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 04:41:34.886,2019-04-18 00:02:57.479,2019-04-24 06:23:27.139,6.0,69.0
BBSDEV,BBSDEV-19370,Task,3,Code review,In progress,In progress,Doing,Doing,Doing,2019-02-13 04:41:34.886,2019-04-24 06:23:27.139,2019-04-29 06:46:48.367,5.0,74.0
BBSDEV,BBSDEV-19370,Task,4,In progress,Code review,Code review,Doing,Doing,Doing,2019-02-13 04:41:34.886,2019-04-29 06:46:48.367,2019-05-02 01:03:19.638,2.0,76.0
BBSDEV,BBSDEV-19370,Task,5,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-13 04:41:34.886,2019-05-02 01:03:19.638,2019-05-02 01:03:23.549,0.0,76.0
BBSDEV,BBSDEV-19370,Task,6,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-13 04:41:34.886,2019-05-02 01:03:23.549,2019-05-03 05:05:26.381,1.0,77.0
BBSDEV,BBSDEV-19370,Task,7,Closed,Quality Review,,Done,Doing,,2019-02-13 04:41:34.886,2019-05-03 05:05:26.381,,,77.0
BBSDEV,BBSDEV-19372,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 04:42:06.080,2019-02-13 04:42:06.080,2019-05-08 03:57:07.221,83.0,83.0
BBSDEV,BBSDEV-19372,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 04:42:06.080,2019-05-08 03:57:07.221,2019-05-13 05:10:15.454,5.0,88.0
BBSDEV,BBSDEV-19372,Task,3,Code review,In progress,In progress,Doing,Doing,Doing,2019-02-13 04:42:06.080,2019-05-13 05:10:15.454,2019-05-23 01:59:28.005,9.0,97.0
BBSDEV,BBSDEV-19372,Task,4,In progress,Code review,Code review,Doing,Doing,Doing,2019-02-13 04:42:06.080,2019-05-23 01:59:28.005,2019-05-23 04:29:50.692,0.0,97.0
BBSDEV,BBSDEV-19372,Task,5,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-13 04:42:06.080,2019-05-23 04:29:50.692,2019-05-27 02:34:55.894,3.0,100.0
BBSDEV,BBSDEV-19372,Task,6,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-13 04:42:06.080,2019-05-27 02:34:55.894,2019-06-06 06:08:56.683,10.0,110.0
BBSDEV,BBSDEV-19372,Task,7,Closed,Quality Review,,Done,Doing,,2019-02-13 04:42:06.080,2019-06-06 06:08:56.683,,,110.0
BBSDEV,BBSDEV-19373,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 04:42:18.124,2019-02-13 04:42:18.124,2019-04-24 06:36:17.344,70.0,70.0
BBSDEV,BBSDEV-19373,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 04:42:18.124,2019-04-24 06:36:17.344,2019-05-03 06:10:19.002,8.0,78.0
BBSDEV,BBSDEV-19373,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-13 04:42:18.124,2019-05-03 06:10:19.002,2019-05-06 07:09:18.644,3.0,81.0
BBSDEV,BBSDEV-19373,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-13 04:42:18.124,2019-05-06 07:09:18.644,2019-05-08 06:43:08.924,1.0,82.0
BBSDEV,BBSDEV-19373,Task,5,Closed,Quality Review,,Done,Doing,,2019-02-13 04:42:18.124,2019-05-08 06:43:08.924,,,82.0
BBSDEV,BBSDEV-19377,Task,1,Open,,Closed,ToDo,,Done,2019-02-13 05:03:19.111,2019-02-13 05:03:19.111,2019-03-11 02:27:13.854,25.0,25.0
BBSDEV,BBSDEV-19377,Task,2,Closed,Open,,Done,ToDo,,2019-02-13 05:03:19.111,2019-03-11 02:27:13.854,,,25.0
BBSDEV,BBSDEV-19380,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 20:55:08.646,2019-02-13 20:55:08.646,2019-02-15 05:39:44.404,1.0,1.0
BBSDEV,BBSDEV-19380,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 20:55:08.646,2019-02-15 05:39:44.404,2019-02-22 00:19:35.296,6.0,7.0
BBSDEV,BBSDEV-19380,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-13 20:55:08.646,2019-02-22 00:19:35.296,2019-03-01 03:07:36.129,7.0,14.0
BBSDEV,BBSDEV-19380,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-13 20:55:08.646,2019-03-01 03:07:36.129,2019-03-01 03:07:41.441,0.0,14.0
BBSDEV,BBSDEV-19380,Task,5,Closed,Quality Review,,Done,Doing,,2019-02-13 20:55:08.646,2019-03-01 03:07:41.441,,,14.0
BBSDEV,BBSDEV-19381,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 21:28:19.502,2019-02-13 21:28:19.502,2019-02-22 00:34:05.335,8.0,8.0
BBSDEV,BBSDEV-19381,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 21:28:19.502,2019-02-22 00:34:05.335,2019-03-01 01:46:13.354,7.0,15.0
BBSDEV,BBSDEV-19381,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-13 21:28:19.502,2019-03-01 01:46:13.354,2019-03-08 19:12:51.982,7.0,22.0
BBSDEV,BBSDEV-19381,Task,4,Closed,Code review,,Done,Doing,,2019-02-13 21:28:19.502,2019-03-08 19:12:51.982,,,22.0
BBSDEV,BBSDEV-19383,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 21:41:09.536,2019-02-13 21:41:09.536,2019-03-19 23:59:53.146,34.0,34.0
BBSDEV,BBSDEV-19383,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 21:41:09.536,2019-03-19 23:59:53.146,2019-03-25 03:02:32.339,5.0,39.0
BBSDEV,BBSDEV-19383,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-13 21:41:09.536,2019-03-25 03:02:32.339,2019-03-27 00:48:39.753,1.0,40.0
BBSDEV,BBSDEV-19383,Task,4,Closed,Code review,,Done,Doing,,2019-02-13 21:41:09.536,2019-03-27 00:48:39.753,,,40.0
BBSDEV,BBSDEV-19385,Task,1,Open,,In progress,ToDo,,Doing,2019-02-13 21:53:38.650,2019-02-13 21:53:38.650,2019-03-01 03:08:02.658,15.0,15.0
BBSDEV,BBSDEV-19385,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2019-02-13 21:53:38.650,2019-03-01 03:08:02.658,2019-03-08 19:12:22.205,7.0,22.0
BBSDEV,BBSDEV-19385,Task,3,Closed,In progress,Open,Done,Doing,ToDo,2019-02-13 21:53:38.650,2019-03-08 19:12:22.205,2019-03-08 19:12:42.064,0.0,22.0
BBSDEV,BBSDEV-19385,Task,4,Open,Closed,In progress,ToDo,Done,Doing,2019-02-13 21:53:38.650,2019-03-08 19:12:42.064,2019-03-08 19:12:46.230,0.0,22.0
BBSDEV,BBSDEV-19385,Task,5,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 21:53:38.650,2019-03-08 19:12:46.230,2019-03-10 03:18:55.316,1.0,23.0
BBSDEV,BBSDEV-19385,Task,6,Code review,In progress,Closed,Doing,Doing,Done,2019-02-13 21:53:38.650,2019-03-10 03:18:55.316,2019-03-14 23:33:11.619,4.0,27.0
BBSDEV,BBSDEV-19385,Task,7,Closed,Code review,,Done,Doing,,2019-02-13 21:53:38.650,2019-03-14 23:33:11.619,,,27.0
BBSDEV,BBSDEV-19388,Improvement,1,Needs Triage,,Triage,ToDo,,ToDo,2019-02-13 22:48:07.380,2019-02-13 22:48:07.380,2019-02-19 04:47:34.654,5.0,5.0
BBSDEV,BBSDEV-19388,Improvement,2,Triage,Needs Triage,,ToDo,ToDo,,2019-02-13 22:48:07.380,2019-02-19 04:47:34.654,,,5.0
BBSDEV,BBSDEV-19390,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-13 23:43:45.706,2019-02-13 23:43:45.706,2019-02-13 23:44:59.314,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2019-02-13 23:43:45.706,2019-02-13 23:44:59.314,2019-02-13 23:45:01.676,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,3,In progress,Open,Closed,Doing,ToDo,Done,2019-02-13 23:43:45.706,2019-02-13 23:45:01.676,2019-02-14 00:11:08.875,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,4,Closed,In progress,Open,Done,Doing,ToDo,2019-02-13 23:43:45.706,2019-02-14 00:11:08.875,2019-02-14 02:07:15.001,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,5,Open,Closed,In progress,ToDo,Done,Doing,2019-02-13 23:43:45.706,2019-02-14 02:07:15.001,2019-02-14 02:07:17.481,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,6,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-13 23:43:45.706,2019-02-14 02:07:17.481,2019-02-14 04:59:47.110,0.0,0.0
BBSDEV,BBSDEV-19390,Bug,7,Code review,In progress,Closed,Doing,Doing,Done,2019-02-13 23:43:45.706,2019-02-14 04:59:47.110,2019-02-18 03:25:40.158,3.0,3.0
BBSDEV,BBSDEV-19390,Bug,8,Closed,Code review,,Done,Doing,,2019-02-13 23:43:45.706,2019-02-18 03:25:40.158,,,3.0
BBSDEV,BBSDEV-19391,Task,1,Open,,In progress,ToDo,,Doing,2019-02-14 00:13:52.297,2019-02-14 00:13:52.297,2019-03-27 00:47:53.027,41.0,41.0
BBSDEV,BBSDEV-19391,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-14 00:13:52.297,2019-03-27 00:47:53.027,2019-03-28 05:01:52.670,1.0,42.0
BBSDEV,BBSDEV-19391,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-14 00:13:52.297,2019-03-28 05:01:52.670,2019-03-29 00:27:26.079,0.0,42.0
BBSDEV,BBSDEV-19391,Task,4,Closed,Code review,,Done,Doing,,2019-02-14 00:13:52.297,2019-03-29 00:27:26.079,,,42.0
BBSDEV,BBSDEV-19394,Epic,1,Triage,,Envisioning,ToDo,,Doing,2019-02-14 04:53:50.910,2019-02-14 04:53:50.910,2019-02-15 05:24:24.633,1.0,1.0
BBSDEV,BBSDEV-19394,Epic,2,Envisioning,Triage,Dev Queue,Doing,ToDo,Doing,2019-02-14 04:53:50.910,2019-02-15 05:24:24.633,2019-02-15 05:24:31.435,0.0,1.0
BBSDEV,BBSDEV-19394,Epic,3,Dev Queue,Envisioning,In Development,Doing,Doing,Doing,2019-02-14 04:53:50.910,2019-02-15 05:24:31.435,2019-03-19 03:29:56.078,31.0,32.0
BBSDEV,BBSDEV-19394,Epic,4,In Development,Dev Queue,Done,Doing,Doing,Done,2019-02-14 04:53:50.910,2019-03-19 03:29:56.078,2019-06-13 01:27:24.801,85.0,117.0
BBSDEV,BBSDEV-19394,Epic,5,Done,In Development,,Done,Doing,,2019-02-14 04:53:50.910,2019-06-13 01:27:24.801,,,117.0
BBSDEV,BBSDEV-19396,Task,1,Open,,In progress,ToDo,,Doing,2019-02-14 06:11:53.136,2019-02-14 06:11:53.136,2019-02-20 04:25:00.328,5.0,5.0
BBSDEV,BBSDEV-19396,Task,2,In progress,Open,Closed,Doing,ToDo,Done,2019-02-14 06:11:53.136,2019-02-20 04:25:00.328,2019-02-21 04:58:16.132,1.0,6.0
BBSDEV,BBSDEV-19396,Task,3,Closed,In progress,,Done,Doing,,2019-02-14 06:11:53.136,2019-02-21 04:58:16.132,,,6.0
BBSDEV,BBSDEV-19397,Task,1,Open,,In progress,ToDo,,Doing,2019-02-15 00:44:53.239,2019-02-15 00:44:53.239,2019-02-20 00:16:31.605,4.0,4.0
BBSDEV,BBSDEV-19397,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-15 00:44:53.239,2019-02-20 00:16:31.605,2019-02-21 04:52:30.796,1.0,5.0
BBSDEV,BBSDEV-19397,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-15 00:44:53.239,2019-02-21 04:52:30.796,2019-03-14 05:17:17.720,21.0,26.0
BBSDEV,BBSDEV-19397,Task,4,Closed,Code review,,Done,Doing,,2019-02-15 00:44:53.239,2019-03-14 05:17:17.720,,,26.0
BBSDEV,BBSDEV-19398,Task,1,Open,,Closed,ToDo,,Done,2019-02-15 04:30:07.528,2019-02-15 04:30:07.528,2019-04-03 05:37:59.868,47.0,47.0
BBSDEV,BBSDEV-19398,Task,2,Closed,Open,,Done,ToDo,,2019-02-15 04:30:07.528,2019-04-03 05:37:59.868,,,47.0
BBSDEV,BBSDEV-19407,Task,1,Open,,Triage,ToDo,,ToDo,2019-02-17 23:51:23.699,2019-02-17 23:51:23.699,2019-02-17 23:52:11.719,0.0,0.0
BBSDEV,BBSDEV-19407,Task,2,Triage,Open,Open,ToDo,ToDo,ToDo,2019-02-17 23:51:23.699,2019-02-17 23:52:11.719,2019-02-20 23:27:51.642,2.0,2.0
BBSDEV,BBSDEV-19407,Task,3,Open,Triage,In progress,ToDo,ToDo,Doing,2019-02-17 23:51:23.699,2019-02-20 23:27:51.642,2019-02-28 04:34:13.314,7.0,9.0
BBSDEV,BBSDEV-19407,Task,4,In progress,Open,Open,Doing,ToDo,ToDo,2019-02-17 23:51:23.699,2019-02-28 04:34:13.314,2019-03-04 02:33:01.558,3.0,12.0
BBSDEV,BBSDEV-19407,Task,5,Open,In progress,Triage,ToDo,Doing,ToDo,2019-02-17 23:51:23.699,2019-03-04 02:33:01.558,2019-03-04 02:33:36.529,0.0,12.0
BBSDEV,BBSDEV-19407,Task,6,Triage,Open,Open,ToDo,ToDo,ToDo,2019-02-17 23:51:23.699,2019-03-04 02:33:36.529,2019-03-04 03:40:36.987,0.0,12.0
BBSDEV,BBSDEV-19407,Task,7,Open,Triage,In progress,ToDo,ToDo,Doing,2019-02-17 23:51:23.699,2019-03-04 03:40:36.987,2019-03-04 23:04:19.132,0.0,12.0
BBSDEV,BBSDEV-19407,Task,8,In progress,Open,Open,Doing,ToDo,ToDo,2019-02-17 23:51:23.699,2019-03-04 23:04:19.132,2019-03-10 10:36:51.673,5.0,17.0
BBSDEV,BBSDEV-19407,Task,9,Open,In progress,Triage,ToDo,Doing,ToDo,2019-02-17 23:51:23.699,2019-03-10 10:36:51.673,2019-03-10 10:37:12.158,0.0,17.0
BBSDEV,BBSDEV-19407,Task,10,Triage,Open,,ToDo,ToDo,,2019-02-17 23:51:23.699,2019-03-10 10:37:12.158,,,17.0
BBSDEV,BBSDEV-19409,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-18 04:01:23.676,2019-02-18 04:01:23.676,2019-02-19 00:21:04.522,0.0,0.0
BBSDEV,BBSDEV-19409,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2019-02-18 04:01:23.676,2019-02-19 00:21:04.522,2019-02-19 00:42:56.836,0.0,0.0
BBSDEV,BBSDEV-19409,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-18 04:01:23.676,2019-02-19 00:42:56.836,2019-02-19 05:22:03.866,0.0,0.0
BBSDEV,BBSDEV-19409,Bug,4,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-18 04:01:23.676,2019-02-19 05:22:03.866,2019-02-20 00:00:01.783,0.0,0.0
BBSDEV,BBSDEV-19409,Bug,5,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-18 04:01:23.676,2019-02-20 00:00:01.783,2019-02-21 04:11:30.536,1.0,1.0
BBSDEV,BBSDEV-19409,Bug,6,Closed,Quality Review,,Done,Doing,,2019-02-18 04:01:23.676,2019-02-21 04:11:30.536,,,1.0
BBSDEV,BBSDEV-19410,Task,1,Open,,In progress,ToDo,,Doing,2019-02-18 04:07:30.217,2019-02-18 04:07:30.217,2019-02-18 06:21:14.534,0.0,0.0
BBSDEV,BBSDEV-19410,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-18 04:07:30.217,2019-02-18 06:21:14.534,2019-02-18 06:35:57.295,0.0,0.0
BBSDEV,BBSDEV-19410,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-18 04:07:30.217,2019-02-18 06:35:57.295,2019-02-22 04:30:03.773,3.0,3.0
BBSDEV,BBSDEV-19410,Task,4,Closed,Code review,,Done,Doing,,2019-02-18 04:07:30.217,2019-02-22 04:30:03.773,,,3.0
BBSDEV,BBSDEV-19415,Improvement,1,Open,,Closed,ToDo,,Done,2019-02-19 00:36:28.089,2019-02-19 00:36:28.089,2019-02-19 02:07:31.767,0.0,0.0
BBSDEV,BBSDEV-19415,Improvement,2,Closed,Open,,Done,ToDo,,2019-02-19 00:36:28.089,2019-02-19 02:07:31.767,,,0.0
BBSDEV,BBSDEV-19416,Improvement,1,Needs Triage,,Closed,ToDo,,Done,2019-02-19 02:51:04.313,2019-02-19 02:51:04.313,2019-02-19 04:46:57.163,0.0,0.0
BBSDEV,BBSDEV-19416,Improvement,2,Closed,Needs Triage,Open,Done,ToDo,ToDo,2019-02-19 02:51:04.313,2019-02-19 04:46:57.163,2019-02-19 05:03:54.275,0.0,0.0
BBSDEV,BBSDEV-19416,Improvement,3,Open,Closed,Triage,ToDo,Done,ToDo,2019-02-19 02:51:04.313,2019-02-19 05:03:54.275,2019-02-19 05:50:51.634,0.0,0.0
BBSDEV,BBSDEV-19416,Improvement,4,Triage,Open,,ToDo,ToDo,,2019-02-19 02:51:04.313,2019-02-19 05:50:51.634,,,0.0
BBSDEV,BBSDEV-19418,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-20 00:45:05.729,2019-02-20 00:45:05.729,2019-02-27 02:57:26.873,7.0,7.0
BBSDEV,BBSDEV-19418,Bug,2,Open,Needs Triage,,ToDo,ToDo,,2019-02-20 00:45:05.729,2019-02-27 02:57:26.873,,,7.0
BBSDEV,BBSDEV-19420,Task,1,Open,,In progress,ToDo,,Doing,2019-02-20 06:06:51.120,2019-02-20 06:06:51.120,2019-02-20 22:57:56.458,0.0,0.0
BBSDEV,BBSDEV-19420,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-20 06:06:51.120,2019-02-20 22:57:56.458,2019-02-20 23:39:55.860,0.0,0.0
BBSDEV,BBSDEV-19420,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-20 06:06:51.120,2019-02-20 23:39:55.860,2019-02-21 01:36:32.586,0.0,0.0
BBSDEV,BBSDEV-19420,Task,4,Closed,Code review,,Done,Doing,,2019-02-20 06:06:51.120,2019-02-21 01:36:32.586,,,0.0
BBSDEV,BBSDEV-19421,Task,1,Open,,In progress,ToDo,,Doing,2019-02-20 20:59:07.233,2019-02-20 20:59:07.233,2019-02-25 00:45:25.985,4.0,4.0
BBSDEV,BBSDEV-19421,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-20 20:59:07.233,2019-02-25 00:45:25.985,2019-02-25 00:45:28.653,0.0,4.0
BBSDEV,BBSDEV-19421,Task,3,Code review,In progress,Closed,Doing,Doing,Done,2019-02-20 20:59:07.233,2019-02-25 00:45:28.653,2019-02-25 00:45:37.827,0.0,4.0
BBSDEV,BBSDEV-19421,Task,4,Closed,Code review,,Done,Doing,,2019-02-20 20:59:07.233,2019-02-25 00:45:37.827,,,4.0
BBSDEV,BBSDEV-19425,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-21 01:59:39.007,2019-02-21 01:59:39.007,2019-02-27 02:56:40.063,6.0,6.0
BBSDEV,BBSDEV-19425,Bug,2,Open,Needs Triage,Closed,ToDo,ToDo,Done,2019-02-21 01:59:39.007,2019-02-27 02:56:40.063,2019-03-12 04:59:04.257,13.0,19.0
BBSDEV,BBSDEV-19425,Bug,3,Closed,Open,,Done,ToDo,,2019-02-21 01:59:39.007,2019-03-12 04:59:04.257,,,19.0
BBSDEV,BBSDEV-19431,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-22 01:36:21.053,2019-02-22 01:36:21.053,2019-02-27 02:52:41.124,5.0,5.0
BBSDEV,BBSDEV-19431,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2019-02-22 01:36:21.053,2019-02-27 02:52:41.124,2019-05-09 06:37:33.845,71.0,76.0
BBSDEV,BBSDEV-19431,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-22 01:36:21.053,2019-05-09 06:37:33.845,2019-05-13 00:39:35.511,3.0,79.0
BBSDEV,BBSDEV-19431,Bug,4,Code review,In progress,Closed,Doing,Doing,Done,2019-02-22 01:36:21.053,2019-05-13 00:39:35.511,2019-05-26 23:55:34.371,13.0,92.0
BBSDEV,BBSDEV-19431,Bug,5,Closed,Code review,,Done,Doing,,2019-02-22 01:36:21.053,2019-05-26 23:55:34.371,,,92.0
BBSDEV,BBSDEV-19434,Task,1,Open,,Triage,ToDo,,ToDo,2019-02-22 05:51:22.315,2019-02-22 05:51:22.315,2019-05-31 00:58:04.762,97.0,97.0
BBSDEV,BBSDEV-19434,Task,2,Triage,Open,,ToDo,ToDo,,2019-02-22 05:51:22.315,2019-05-31 00:58:04.762,,,97.0
BBSDEV,BBSDEV-19437,Bug,1,Needs Triage,,Open,ToDo,,ToDo,2019-02-24 23:40:00.164,2019-02-24 23:40:00.164,2019-02-26 00:35:35.351,1.0,1.0
BBSDEV,BBSDEV-19437,Bug,2,Open,Needs Triage,In progress,ToDo,ToDo,Doing,2019-02-24 23:40:00.164,2019-02-26 00:35:35.351,2019-02-26 00:35:38.665,0.0,1.0
BBSDEV,BBSDEV-19437,Bug,3,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-24 23:40:00.164,2019-02-26 00:35:38.665,2019-02-26 00:35:45.383,0.0,1.0
BBSDEV,BBSDEV-19437,Bug,4,Code review,In progress,Closed,Doing,Doing,Done,2019-02-24 23:40:00.164,2019-02-26 00:35:45.383,2019-03-04 23:36:29.007,6.0,7.0
BBSDEV,BBSDEV-19437,Bug,5,Closed,Code review,,Done,Doing,,2019-02-24 23:40:00.164,2019-03-04 23:36:29.007,,,7.0
BBSDEV,BBSDEV-19438,Task,1,Open,,In progress,ToDo,,Doing,2019-02-25 00:08:01.041,2019-02-25 00:08:01.041,2019-05-27 04:01:50.942,91.0,91.0
BBSDEV,BBSDEV-19438,Task,2,In progress,Open,Code review,Doing,ToDo,Doing,2019-02-25 00:08:01.041,2019-05-27 04:01:50.942,2019-05-28 07:25:58.211,1.0,92.0
BBSDEV,BBSDEV-19438,Task,3,Code review,In progress,Quality Review,Doing,Doing,Doing,2019-02-25 00:08:01.041,2019-05-28 07:25:58.211,2019-05-30 06:07:04.844,1.0,93.0
BBSDEV,BBSDEV-19438,Task,4,Quality Review,Code review,Closed,Doing,Doing,Done,2019-02-25 00:08:01.041,2019-05-30 06:07:04.844,2019-05-31 04:31:23.137,0.0,93.0
BBSDEV,BBSDEV-19438,Task,5,Closed,Quality Review,,Done,Doing,,2019-02-25 00:08:01.041,2019-05-31 04:31:23.137,,,93.0
BBSDEV,BBSDEV-19441,Task,1,Open,,In progress,ToDo,,Doing,2019-02-25 00:09:04.613,2019-02-25 00:09:04.613,2019-05-30 05:44:28.172,94.0,94.0
BBSDEV,BBSDEV-19441,Task,2,In progress,Open,,Doing,ToDo,,2019-02-25 00:09:04.613,2019-05-30 05:44:28.172,,,94.0
BBSDEV,BBSDEV-19445,Task,1,Open,,In progress,ToDo,,Doing,2019-02-25 00:10:40.642,2019-02-25 00:10:40.642,2019-04-01 03:58:51.833,35.0,35.0
BBSDEV,BBSDEV-19445,Task,2,In progress,Open,Triage,Doing,ToDo,ToDo,2019-02-25 00:10:40.642,2019-04-01 03:58:51.833,2019-04-16 00:07:20.824,14.0,49.0
BBSDEV,BBSDEV-19445,Task,3,Triage,In progress,Open,ToDo,Doing,ToDo,2019-02-25 00:10:40.642,2019-04-16 00:07:20.824,2019-04-16 00:07:55.552,0.0,49.0
BBSDEV,BBSDEV-19445,Task,4,Open,Triage,,ToDo,ToDo,,2019-02-25 00:10:40.642,2019-04-16 00:07:55.552,,,49.0
BBSDEV,BBSDEV-19446,Improvement,1,Needs Triage,,Triage,ToDo,,ToDo,2019-02-25 00:29:39.872,2019-02-25 00:29:39.872,2019-02-27 02:51:38.222,2.0,2.0
BBSDEV,BBSDEV-19446,Improvement,2,Triage,Needs Triage,,ToDo,ToDo,,2019-02-25 00:29:39.872,2019-02-27 02:51:38.222,,,2.0
